Rank,University,Location,Overall Score,Overall Teaching Score,Research Score,Research Quality,Industry Income Score,International Outlook Score
1501+,Universidade Federal Rural do Semi-Arido,Brazil,10.5–25.1,20.4,8.9,6.2,16.7,18.5
1501+,Universidade Lusófona,Portugal,10.5–25.1,24.3,9.7,31.3,20.9,56.6
1501+,Universidade Nove de Julho (Uninove),Brazil,10.5–25.1,17.9,8.4,10.7,17.9,28.6
1501+,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,10.5–25.1,18.6,10.3,23.4,46.4,26.1
1501+,Universidad Francisco de Vitoria,Spain,10.5–25.1,14.3,11.9,46.1,17.4,37.1
1501+,Universidad Industrial de Santander (UIS),Colombia,10.5–25.1,14.9,22.9,12.5,24.7,37.0
1501+,Universidad Mayor,Chile,10.5–25.1,18.7,9.0,31.8,16.4,49.0
1501+,Universidad Michoacana de San Nicolás de Hidalgo,Mexico,10.5–25.1,14.4,8.6,11.1,18.8,28.6
1501+,Universidad Nacional Agraria La Molina,Peru,10.5–25.1,23.9,7.9,8.4,16.5,46.3
1501+,Universidad Nacional de Asunción,Paraguay,10.5–25.1,21.3,9.9,27.7,20.6,48.1
1501+,Universidad Nacional del Litoral,Argentina,10.5–25.1,13.7,9.6,16.7,24.3,33.2
1501+,Universidad Panamericana (UP),Mexico,10.5–25.1,24.0,9.1,11.5,16.7,48.6
1501+,Universidad Pedagogica y Tecnologica de Colombia - UPTC,Colombia,10.5–25.1,14.2,7.7,5.0,16.1,34.0
1501+,Universidad Peruana de Ciencias Aplicadas (UPC),Peru,10.5–25.1,11.9,8.7,13.9,16.7,32.7
1501+,Universidad Politécnica Salesiana,Ecuador,10.5–25.1,11.8,9.2,14.6,19.9,36.6
1501+,Universidad Pontificia Bolivariana (UPB),Colombia,10.5–25.1,26.5,11.4,10.3,39.9,35.3
1501+,Universidad San Ignacio de Loyola,Peru,10.5–25.1,11.1,9.8,28.0,15.8,39.8
1501+,Universidad Santo Tomás,Chile,10.5–25.1,13.1,9.8,12.5,16.0,45.5
1501+,Universidad Técnica de Manabí,Ecuador,10.5–25.1,9.5,8.4,6.1,15.8,62.1
1501+,Universidad Técnica Particular de Loja,Ecuador,10.5–25.1,10.7,8.4,8.5,19.9,45.4
1501+,Universitas Ahmad Dahlan,Indonesia,10.5–25.1,10.1,10.4,38.8,22.3,40.2
1501+,Universitas Andalas,Indonesia,10.5–25.1,23.5,9.9,18.6,26.9,32.2
1501+,Universitas Muhammadiyah Malang,Indonesia,10.5–25.1,12.3,8.2,39.6,15.8,28.5
1501+,Universitas Muhammadiyah Yogyakarta,Indonesia,10.5–25.1,12.0,10.8,21.2,16.8,44.4
1501+,Universitas Negeri Padang,Indonesia,10.5–25.1,12.1,8.1,30.9,16.6,25.3
1501+,Universitas Negeri Semarang,Indonesia,10.5–25.1,13.5,11.5,39.7,16.9,23.3
1501+,Universitas Negeri Surabaya,Indonesia,10.5–25.1,13.2,9.7,20.2,18.1,29.4
1501+,Universitas Negeri Yogyakarta,Indonesia,10.5–25.1,18.3,11.3,26.9,23.6,32.3
1501+,Universitas Padjadjaran,Indonesia,10.5–25.1,31.0,12.2,25.3,25.4,47.8
1501+,Universitas Pendidikan Indonesia,Indonesia,10.5–25.1,18.8,11.9,29.8,20.7,25.9
1501+,Universitas Sriwijaya,Indonesia,10.5–25.1,13.6,9.3,15.2,18.5,20.3
1501+,Universitas Sumatera Utara,Indonesia,10.5–25.1,16.9,11.0,27.7,20.4,36.8
1501+,Universitas Syiah Kuala,Indonesia,10.5–25.1,15.4,9.6,43.8,19.6,25.7
1501+,Université 8 Mai 1945 Guelma,Algeria,10.5–25.1,17.0,8.6,28.4,17.9,36.0
1501+,Université Chouaïb Doukkali,Morocco,10.5–25.1,15.4,11.0,34.8,20.7,27.0
1501+,Université de Gabès,Tunisia,10.5–25.1,20.5,11.0,32.7,20.1,43.5
1501+,Université de Skikda,Algeria,10.5–25.1,12.3,7.8,47.4,16.6,40.7
1501+,Université Frères Mentouri Constantine 1,Algeria,10.5–25.1,18.8,8.6,13.3,18.4,37.2
1501+,Université Hassan 1er,Morocco,10.5–25.1,25.5,10.7,24.0,17.9,23.4
1501+,Université Hassan II de Casablanca,Morocco,10.5–25.1,20.7,9.3,42.2,26.6,28.1
1501+,Université Kasdi Merbah Ouargla,Algeria,10.5–25.1,28.2,9.9,18.9,17.2,30.1
1501+,Université Mohammed Premier,Morocco,10.5–25.1,19.2,11.1,38.5,20.6,33.8
1501+,Université Mouloud Mammeri de Tizi-Ouzou,Algeria,10.5–25.1,18.1,8.0,8.3,16.9,43.6
1501+,Université Sorbonne Nouvelle,France,10.5–25.1,26.2,13.1,20.0,34.8,69.2
1501+,Université Sultan Moulay Slimane,Morocco,10.5–25.1,17.4,11.1,35.4,17.2,22.0
1501+,Universiti Kuala Lumpur,Malaysia,10.5–25.1,25.6,9.6,24.1,31.1,46.7
1501+,Universiti Malaysia Kelantan,Malaysia,10.5–25.1,15.9,15.7,32.2,34.6,45.4
1501+,Universiti Malaysia Perlis,Malaysia,10.5–25.1,22.7,13.0,33.5,32.5,36.7
1501+,Universiti Teknikal Malaysia Melaka,Malaysia,10.5–25.1,21.3,11.7,29.2,32.5,45.1
1501+,Universiti Teknologi MARA,Malaysia,10.5–25.1,22.0,15.7,31.0,38.9,27.1
1501+,University Abdelhamid Ibn Badis Mostaganem,Algeria,10.5–25.1,19.6,7.8,10.0,16.3,34.0
1501+,University for Development Studies,Ghana,10.5–25.1,23.5,10.6,32.2,18.9,50.1
1501+,University Mohamed Boudiaf of M’Sila,Algeria,10.5–25.1,18.7,9.2,13.5,18.4,34.0
1501+,University of Abou Bekr Belkaïd Tlemcen,Algeria,10.5–25.1,25.4,8.8,12.6,21.0,35.7
1501+,University of Al-Qadisiyah,Iraq,10.5–25.1,20.0,7.8,45.5,16.1,26.6
1501+,University of Babylon,Iraq,10.5–25.1,25.7,8.6,35.7,21.4,19.8
1501+,University of Baghdad,Iraq,10.5–25.1,25.2,12.1,23.8,25.1,19.6
1501+,University of Basrah,Iraq,10.5–25.1,19.2,7.9,14.6,16.9,23.7
1501+,University of Batna 2,Algeria,10.5–25.1,19.2,8.1,10.5,16.8,29.4
1501+,University of Béjaïa,Algeria,10.5–25.1,16.4,8.8,17.8,19.6,44.5
1501+,University of Bío-Bío,Chile,10.5–25.1,13.7,11.2,14.5,23.8,46.8
1501+,University of Birjand,Iran,10.5–25.1,12.4,9.9,29.6,18.0,28.8
1501+,University of Biskra,Algeria,10.5–25.1,19.0,8.6,20.7,17.7,38.0
1501+,University of Brawijaya,Indonesia,10.5–25.1,21.0,10.8,19.9,23.9,32.9
1501+,University of Carthage,Tunisia,10.5–25.1,25.0,9.9,32.1,32.8,44.1
1501+,University of Caxias do Sul,Brazil,10.5–25.1,16.1,9.2,21.7,21.3,23.3
1501+,University of Chester,United Kingdom,10.5–25.1,19.5,13.3,28.9,26.5,70.0
1501+,University of Colima,Mexico,10.5–25.1,23.3,8.0,40.3,16.8,29.5
1501+,University of Costa Rica,Costa Rica,10.5–25.1,20.2,9.8,31.0,22.4,45.6
1501+,University of Craiova,Romania,10.5–25.1,18.6,12.3,28.2,25.3,25.6
1501+,University of Cuenca,Ecuador,10.5–25.1,11.5,14.0,17.4,48.7,47.9
1501+,University of Dar es Salaam,Tanzania,10.5–25.1,13.2,10.5,26.3,22.8,48.0
1501+,University of Diyala,Iraq,10.5–25.1,18.6,8.2,39.1,17.6,26.0
1501+,University of Fortaleza (UNIFOR),Brazil,10.5–25.1,14.4,9.1,19.8,17.7,32.3
1501+,University of Fort Hare,South Africa,10.5–25.1,20.2,14.3,31.0,20.1,47.4
1501+,University of Fukui,Japan,10.5–25.1,27.5,12.3,17.6,40.3,27.7
1501+,University of Guadalajara,Mexico,10.5–25.1,15.3,8.9,14.4,18.8,30.1
1501+,University of Guanajuato,Mexico,10.5–25.1,16.6,9.2,14.3,22.1,32.7
1501+,University of Havana,Cuba,10.5–25.1,32.8,18.6,11.1,54.6,51.5
1501+,University of Hormozgan,Iran,10.5–25.1,23.6,15.8,33.0,28.7,26.8
1501+,University of Hyogo,Japan,10.5–25.1,22.4,13.2,12.3,58.6,24.2
1501+,University of Jijel,Algeria,10.5–25.1,13.9,8.9,12.5,16.7,36.1
1501+,University of Karachi,Pakistan,10.5–25.1,15.3,11.0,24.2,29.3,45.5
1501+,University of Kelaniya,Sri Lanka,10.5–25.1,15.8,8.2,12.9,18.8,32.8
1501+,University of Kerbala,Iraq,10.5–25.1,18.4,7.9,12.9,16.1,22.3
1501+,University of Kinshasa,Democratic Republic of the Congo,10.5–25.1,23.6,8.5,29.6,18.7,50.3
1501+,University of La Frontera,Chile,10.5–25.1,17.7,12.6,33.1,23.5,49.0
1501+,University of Laghouat,Algeria,10.5–25.1,15.7,8.7,14.7,16.4,38.5
1501+,University of Lampung,Indonesia,10.5–25.1,12.3,8.6,20.7,17.7,18.8
1501+,University of La Sabana,Colombia,10.5–25.1,18.1,11.2,29.6,21.2,43.8
1501+,University of Las Américas (UDLA),Ecuador,10.5–25.1,17.9,9.9,26.7,18.7,61.7
1501+,University of Lethbridge,Canada,10.5–25.1,19.1,14.3,29.6,41.7,61.2
1501+,University of Life Sciences in Lublin,Poland,10.5–25.1,21.5,12.0,32.0,21.0,21.9
1501+,University of Lodz,Poland,10.5–25.1,21.1,17.0,29.3,20.6,37.5
1501+,University of Los Lagos,Chile,10.5–25.1,15.8,14.9,24.1,16.8,49.9
1501+,University of Lucknow,India,10.5–25.1,28.6,10.5,33.2,19.2,26.4
1501+,University Cadi Ayyad of Marrakech,Morocco,10.5–25.1,21.9,11.3,36.9,22.8,38.2
1501+,University of Mascara,Algeria,10.5–25.1,16.0,7.9,27.0,16.3,43.3
1501+,University of Mataram,Indonesia,10.5–25.1,11.5,8.2,14.5,16.6,23.5
1501+,University of Medellín,Colombia,10.5–25.1,18.9,10.1,15.1,18.5,43.2
1501+,University of Miskolc,Hungary,10.5–25.1,25.6,14.2,19.0,23.0,33.5
1501+,University of Miyazaki,Japan,10.5–25.1,27.9,12.5,23.5,47.9,26.5
1501+,University of Montenegro,Montenegro,10.5–25.1,13.5,12.9,24.3,26.4,44.2
1501+,University of Moratuwa,Sri Lanka,10.5–25.1,12.1,16.6,38.2,33.9,23.8
1501+,University of Mosul,Iraq,10.5–25.1,15.8,9.9,15.6,28.6,19.0
1501+,University of Mysore,India,10.5–25.1,28.4,9.7,26.2,22.2,42.3
1501+,University of Nairobi,Kenya,10.5–25.1,12.5,9.8,37.3,18.9,49.4
1501+,University of Namibia,Namibia,10.5–25.1,13.8,8.9,22.2,17.3,61.1
1501+,University of Novi Sad,Serbia,10.5–25.1,19.4,11.8,30.0,57.8,37.5
1501+,University of Oradea,Romania,10.5–25.1,15.2,13.2,34.9,18.3,39.4
1501+,University of Ostrava,Czechia,10.5–25.1,20.4,16.6,25.7,19.3,50.4
1501+,University of Oum El Bouaghi,Algeria,10.5–25.1,23.2,14.5,21.1,30.1,32.3
1501+,University of Pardubice,Czechia,10.5–25.1,21.7,17.4,18.7,32.8,39.7
1501+,University of Passo Fundo (UPF),Brazil,10.5–25.1,21.3,11.7,26.3,18.3,27.3
1501+,University of Pau and Pays de l’Adour,France,10.5–25.1,24.4,11.1,20.5,31.0,79.8
1501+,University of Pernambuco,Brazil,10.5–25.1,16.1,10.5,13.6,18.9,26.1
1501+,University of Phayao,Thailand,10.5–25.1,14.8,10.0,35.3,18.2,23.2
1501+,University of Port Harcourt,Nigeria,10.5–25.1,22.7,9.0,18.2,20.6,34.7
1501+,University of Primorska,Slovenia,10.5–25.1,19.4,16.9,24.1,23.3,59.5
1501+,University of Prishtina,Kosovo,10.5–25.1,12.7,11.7,22.8,20.1,32.1
1501+,University of Qom,Iran,10.5–25.1,23.4,12.5,31.6,20.5,47.3
1501+,University of Rijeka,Croatia,10.5–25.1,19.7,18.4,31.2,31.7,28.8
1501+,University of Rwanda,Rwanda,10.5–25.1,13.4,13.6,19.1,19.8,57.9
1501+,"University of Santiago, Chile (USACH)",Chile,10.5–25.1,16.0,15.1,27.5,28.1,46.5
1501+,University of Santo Tomas,Philippines,10.5–25.1,19.8,9.7,33.6,20.4,64.4
1501+,University of Sarajevo,Bosnia and Herzegovina,10.5–25.1,20.2,11.2,20.8,26.6,28.7
1501+,University of Science and Technology of Oran Mohamed-Boudiaf,Algeria,10.5–25.1,24.7,7.2,9.8,17.8,31.2
1501+,University of Sciences and Technology Houari Boumediene,Algeria,10.5–25.1,16.5,8.5,15.2,25.0,33.5
1501+,University of Shizuoka,Japan,10.5–25.1,23.1,13.0,15.4,57.1,27.0
1501+,University of Silesia in Katowice,Poland,10.5–25.1,24.0,14.4,25.7,23.3,31.3
1501+,University of Sistan and Baluchestan,Iran,10.5–25.1,20.1,11.3,25.8,21.6,23.5
1501+,University of Sonora,Mexico,10.5–25.1,13.8,8.4,13.7,28.2,33.8
1501+,University of Sousse,Tunisia,10.5–25.1,26.1,10.2,32.1,21.8,41.3
1501+,University of Sri Jayewardenepura,Sri Lanka,10.5–25.1,12.3,9.2,38.0,17.7,36.4
1501+,University of Szczecin,Poland,10.5–25.1,24.2,18.9,28.1,16.6,32.2
1501+,University of Taipei,Taiwan,10.5–25.1,17.1,17.1,14.8,29.3,33.9
1501+,University of Talca,Chile,10.5–25.1,18.1,14.2,33.4,34.4,52.1
1501+,"University of the Andes, Chile",Chile,10.5–25.1,20.8,15.3,31.1,20.9,48.7
1501+,"University of the Andes, Venezuela",Venezuela,10.5–25.1,20.7,8.8,10.5,24.0,50.0
1501+,"University of the North, Colombia",Colombia,10.5–25.1,18.8,14.0,29.4,24.6,51.1
1501+,University of the Ryukyus,Japan,10.5–25.1,25.4,13.5,25.4,38.4,38.7
1501+,University of Thi-Qar,Iraq,10.5–25.1,18.5,8.8,14.3,16.4,30.3
1501+,University of Tunis,Tunisia,10.5–25.1,30.9,10.4,22.7,25.4,38.6
1501+,University of Valparaíso,Chile,10.5–25.1,16.5,12.5,21.9,18.9,46.7
1501+,University of Venda,South Africa,10.5–25.1,20.4,26.0,18.1,17.6,46.6
1501+,University of Warmia and Mazury in Olsztyn,Poland,10.5–25.1,18.2,15.2,40.4,24.8,23.9
1501+,University of West Attica,Greece,10.5–25.1,9.6,10.5,37.6,26.5,24.4
1501+,University of Western Macedonia,Greece,10.5–25.1,12.5,13.4,42.1,28.1,28.4
1501+,University of Yamanashi,Japan,10.5–25.1,28.9,13.4,21.3,47.8,29.2
1501+,University of Zambia,Zambia,10.5–25.1,15.1,9.9,29.2,21.4,55.3
1501+,University of Zanjan,Iran,10.5–25.1,19.3,10.0,37.9,22.8,28.3
1501+,University of Zimbabwe,Zimbabwe,10.5–25.1,14.2,10.6,39.3,21.0,50.9
1501+,Uşak University,Turkey,10.5–25.1,12.4,10.4,24.0,16.6,32.2
1501+,"Usmanu Danfodiyo University, Sokoto",Nigeria,10.5–25.1,15.0,8.1,35.7,16.0,47.4
1501+,Utsunomiya University,Japan,10.5–25.1,21.0,12.2,9.2,30.7,28.6
1501+,Uzhhorod National University,Ukraine,10.5–25.1,17.9,9.1,6.2,16.8,40.2
1501+,Vali-e-Asr University of Rafsanjan,Iran,10.5–25.1,12.9,10.2,32.6,19.2,22.9
1501+,Van Yüzüncü Yil University,Turkey,10.5–25.1,21.8,22.0,20.8,37.9,22.2
1501+,Vasyl Stefanyk Precarpathian National University,Ukraine,10.5–25.1,14.2,9.4,20.1,16.0,22.4
1501+,Vietnam National University (Ho Chi Minh City),Vietnam,10.5–25.1,14.2,12.7,29.6,40.5,35.1
1501+,"Vignan’s Foundation for Science, Technology and Research",India,10.5–25.1,21.7,7.9,34.9,20.8,24.0
1501+,Vinayaka Mission’s Research Foundation,India,10.5–25.1,26.8,8.4,42.3,16.1,17.9
1501+,V.N. Karazin Kharkiv National University,Ukraine,10.5–25.1,26.3,10.9,9.2,40.0,47.2
1501+,Wasit University,Iraq,10.5–25.1,16.3,9.0,43.0,16.2,28.1
1501+,Wrocław University of Environmental and Life Sciences,Poland,10.5–25.1,22.2,14.1,32.7,37.7,32.3
1501+,Yamaguchi University,Japan,10.5–25.1,28.2,13.9,22.3,58.2,32.0
1501+,Yanbian University,China,10.5–25.1,15.4,9.4,24.4,25.6,21.9
1501+,Yanshan University,China,10.5–25.1,20.2,12.0,39.7,49.1,20.6
1501+,Yeditepe University,Turkey,10.5–25.1,20.5,12.1,22.1,49.6,40.1
1501+,Yerevan State University,Armenia,10.5–25.1,24.8,8.8,8.7,20.9,39.0
1501+,Yuriy Fedkovych Chernivtsi National University,Ukraine,10.5–25.1,18.0,9.8,8.8,17.2,28.5
1501+,Zonguldak Bülent Ecevit University,Turkey,10.5–25.1,12.5,11.1,25.1,19.3,29.3
Reporter,2iE -  International Institute for Water and Environmental Engineering,Burkina Faso,,,,,,
Reporter,Abai Kazakh National Pedagogical University,Kazakhstan,,,,,,
Reporter,Abbes Laghrour University of Khenchala,Algeria,,,,,,
Reporter,Abdelhafid Boussouf University Center of Mila,Algeria,,,,,,
Reporter,Abdullah Gül University,Turkey,,,,,,
Reporter,Abertay University,United Kingdom,,,,,,
Reporter,Abia State University,Nigeria,,,,,,
Reporter,Abrar University,Somalia,,,,,,
Reporter,Academia BAI - Instituto Superior de Administração e Finanças,Angola,,,,,,
Reporter,AECC University College,United Kingdom,,,,,,
Reporter,Ahlia University,Bahrain,,,,,,
Reporter,Ajeenkya DY Patil University,India,,,,,,
Reporter,Akhmet Yassawi University,Kazakhstan,,,,,,
Reporter,Akita Prefectural University,Japan,,,,,,
Reporter,Akli Mohand Oulhadj Bouira University,Algeria,,,,,,
Reporter,Akwa Ibom State University,Nigeria,,,,,,
Reporter,Al Akhawayn University,Morocco,,,,,,
Reporter,Al-Ameed University,Iraq,,,,,,
Reporter,Al-Ayen University,Iraq,,,,,,
Reporter,Al-Bayan University,Iraq,,,,,,
Reporter,Al-Esraa University,Iraq,,,,,,
Reporter,Alex Ekwueme Federal University Ndufu-Alike,Nigeria,,,,,,
Reporter,Al-Farahidi University,Iraq,,,,,,
Reporter,Algiers 2 University,Algeria,,,,,,
Reporter,Al-Iraqia University,Iraq,,,,,,
Reporter,Alisher Navo’i Tashkent State University of Uzbek Language and Literature,Uzbekistan,,,,,,
Reporter,Al-Karkh University of Science,Iraq,,,,,,
Reporter,Al-Kitab University,Iraq,,,,,,
Reporter,AlMaarefa University,Saudi Arabia,,,,,,
Reporter,Al-Manara College for Medical Sciences,Iraq,,,,,,
Reporter,Almaty Humanitarian-Economic University,Kazakhstan,,,,,,
Reporter,Almaty Technological University,Kazakhstan,,,,,,
Reporter,Al-Mustaqbal University,Iraq,,,,,,
Reporter,Alnoor University,Iraq,,,,,,
Reporter,Al-Qalam University College,Iraq,,,,,,
Reporter,Al-Qasim Green University,Iraq,,,,,,
Reporter,Al-Quds University,Palestine,,,,,,
Reporter,Al-Rafidain University College,Iraq,,,,,,
Reporter,Al Ryada University for Science and Technology - RST,Egypt,,,,,,
Reporter,Al Safwa University College,Iraq,,,,,,
Reporter,Altoosi University,Iraq,,,,,,
Reporter,Al-Zahraa University for Women,Iraq,,,,,,
Reporter,Al-Zahrawi University College,Iraq,,,,,,
Reporter,Ambrose Alli University,Nigeria,,,,,,
Reporter,American University in Dubai,United Arab Emirates,,,,,,
Reporter,American University in the Emirates (AUE),United Arab Emirates,,,,,,
Reporter,American University of Ras Al Khaimah,United Arab Emirates,,,,,,
Reporter,"Amity University, Chhattisgarh",India,,,,,,
Reporter,"Amity University, Gwalior",India,,,,,,
Reporter,Amity University - Kolkata,India,,,,,,
Reporter,"Amity University, Mumbai",India,,,,,,
Reporter,Amman Arab University,Jordan,,,,,,
Reporter,Amref International University,Kenya,,,,,,
Reporter,Anáhuac University,Mexico,,,,,,
Reporter,Andijan Machine-Building Institute,Uzbekistan,,,,,,
Reporter,Andijan State Medical Institute,Uzbekistan,,,,,,
Reporter,Andijan State Pedagogical Institute (ASPI),Uzbekistan,,,,,,
Reporter,Andijan State University,Uzbekistan,,,,,,
Reporter,Andrés Bello Catholic University (UCAB),Venezuela,,,,,,
Reporter,Anglo-American University,Czechia,,,,,,
Reporter,Ankara Science University,Turkey,,,,,,
Reporter,Arab American University,Palestine,,,,,,
Reporter,Arab Open University,Kuwait,,,,,,
Reporter,Arak University of Technology,Iran,,,,,,
Reporter,Arish University,Egypt,,,,,,
Reporter,Arkin University of Creative Arts and Design (ARUCAD),Northern Cyprus,,,,,,
Reporter,Armenian National Agrarian University,Armenia,,,,,,
Reporter,Arts University Bournemouth,United Kingdom,,,,,,
Reporter,Arts University Plymouth,United Kingdom,,,,,,
Reporter,Arturo Prat University,Chile,,,,,,
Reporter,Asahi University,Japan,,,,,,
Reporter,Asfendiyarov Kazakh National Medical University,Kazakhstan,,,,,,
Reporter,A'Sharqiyah University,Oman,,,,,,
Reporter,Ashikaga University,Japan,,,,,,
Reporter,Ashoka University,India,,,,,,
Reporter,Ashur University,Iraq,,,,,,
Reporter,Astana International University AIU,Kazakhstan,,,,,,
Reporter,Astana Medical University,Kazakhstan,,,,,,
Reporter,Atlas University,Turkey,,,,,,
Reporter,Atma Jaya Catholic University of Indonesia,Indonesia,,,,,,
Reporter,Atyrau University,Kazakhstan,,,,,,
Reporter,Audencia,France,,,,,,
Reporter,Autonomous University of Chiapas,Mexico,,,,,,
Reporter,Azerbaijan Medical University,Azerbaijan,,,,,,
Reporter,Azerbaijan State University of Economics,Azerbaijan,,,,,,
Reporter,Azerbaijan Technical University (AzTU),Azerbaijan,,,,,,
Reporter,Azerbaijan University,Azerbaijan,,,,,,
Reporter,Azerbaijan University of Architecture and Construction,Azerbaijan,,,,,,
Reporter,"Bacha Khan University, Charsadda",Pakistan,,,,,,
Reporter,Badr University in Cairo (BUC),Egypt,,,,,,
Reporter,Bakrie University,Indonesia,,,,,,
Reporter,Baku Engineering University,Azerbaijan,,,,,,
Reporter,Baku Higher Oil School,Azerbaijan,,,,,,
Reporter,Baku Slavic University,Azerbaijan,,,,,,
Reporter,Bandirma Onyedi Eylül University,Turkey,,,,,,
Reporter,Barawa International University,Somalia,,,,,,
Reporter,Basrah University College of Science and Technology,Iraq,,,,,,
Reporter,Bath Spa University,United Kingdom,,,,,,
Reporter,Batterjee Medical College,Saudi Arabia,,,,,,
Reporter,Bayburt University,Turkey,,,,,,
Reporter,Baze University,Nigeria,,,,,,
Reporter,Beaconhouse National University,Pakistan,,,,,,
Reporter,Bells University of Technology,Nigeria,,,,,,
Reporter,Benson Idahosa University,Nigeria,,,,,,
Reporter,Bentley University,United States,,,,,,
Reporter,Beykent University,Turkey,,,,,,
Reporter,Bilad Alrafidain University,Iraq,,,,,,
Reporter,Birmingham Newman University,United Kingdom,,,,,,
Reporter,Biruni University,Turkey,,,,,,
Reporter,Bishop Grosseteste University,United Kingdom,,,,,,
Reporter,Bohdan Khmelnytsky National University of Cherkasy,Ukraine,,,,,,
Reporter,Bowen University,Nigeria,,,,,,
Reporter,Buckinghamshire New University,United Kingdom,,,,,,
Reporter,Budapest Business School,Hungary,,,,,,
Reporter,Bukhara State University,Uzbekistan,,,,,,
Reporter,Bundelkhand University,India,,,,,,
Reporter,Buriram Rajabhat University,Thailand,,,,,,
Reporter,Çağ University,Turkey,,,,,,
Reporter,"California State University, Chico",United States,,,,,,
Reporter,Canadian International College - Cairo Campus of Cape Breton University Canada,Egypt,,,,,,
Reporter,Catholic University in Erbil,Iraq,,,,,,
Reporter,Catholic University of Ávila,Spain,,,,,,
Reporter,Cebu Technological University,Philippines,,,,,,
Reporter,Central European University,Austria,,,,,,
Reporter,Central Luzon State University,Philippines,,,,,,
Reporter,Centro de Estudios para la Calidad Educativa y la Investigación Científica (CECEIC),Mexico,,,,,,
Reporter,Centro Universitário Cesuca,Brazil,,,,,,
Reporter,Centurion University of Technology and Management,India,,,,,,
Reporter,CESI,France,,,,,,
Reporter,CETYS Universidad,Mexico,,,,,,
Reporter,Chadli Bendjedid El Tarf University,Algeria,,,,,,
Reporter,Charmo University,Iraq,,,,,,
Reporter,Chernihiv Polytechnic National University,Ukraine,,,,,,
Reporter,Cholistan University of Veterinary and Animal Sciences,Pakistan,,,,,,
Reporter,Cihan University - Duhok,Iraq,,,,,,
Reporter,Cihan University – Erbil,Iraq,,,,,,
Reporter,Cihan University Sulaimaniya,Iraq,,,,,,
Reporter,City University of Macau,Macao,,,,,,
Reporter,"City University of Science and Information Technology, Peshawar",Pakistan,,,,,,
Reporter,Civil Aviation Academy,Kazakhstan,,,,,,
Reporter,College of Business Education,Tanzania,,,,,,
Reporter,Conservatoire for Dance and Drama,United Kingdom,,,,,,
Reporter,Courtauld Institute of Art,United Kingdom,,,,,,
Reporter,Cranfield University,United Kingdom,,,,,,
Reporter,Daneshpajoohan Pishro Higher Education Institute,Iran,,,,,,
Reporter,Dawood University of Engineering and Technology,Pakistan,,,,,,
Reporter,De La Salle – College of Saint Benilde,Philippines,,,,,,
Reporter,"Delta State University, Abraka",Nigeria,,,,,,
Reporter,Delta University for Science and Technology,Egypt,,,,,,
